ID,Name,Evidence
WBPhenotype:0000677,chemosensation defective,allele
WBPhenotype:0000679,transgene subcellular localization variant,rnai
WBPhenotype:0000680,aldicarb response variant,allele
WBPhenotype:0000681,DMPP response variant,allele
WBPhenotype:0000682,feminization of germline,allele
WBPhenotype:0000683,masculinization of germline,rnai
WBPhenotype:0000684,fewer germ cells,rnai
WBPhenotype:0000685,larval growth slow,rnai
WBPhenotype:0000686,organism ionizing radiation response variant,rnai
WBPhenotype:0000687,feminization of XX and XO animals,rnai
WBPhenotype:0000688,sterile,allele
WBPhenotype:0000689,maternal sterile,rnai
WBPhenotype:0000690,gonad migration variant,allele
WBPhenotype:0000691,gonad development variant,rnai
WBPhenotype:0000692,male sterile,allele
WBPhenotype:0000693,male sperm fertilization defect,allele
WBPhenotype:0000694,hermaphrodite sterile,rnai
WBPhenotype:0000695,vulva morphology variant,allele
WBPhenotype:0000696,everted vulva,rnai
WBPhenotype:0000697,protruding vulva,allele
WBPhenotype:0000698,vulvaless,allele
WBPhenotype:0000699,vulva development variant,allele
WBPhenotype:0000700,multivulva,rnai
WBPhenotype:0000701,epithelial development variant,rnai
WBPhenotype:0000702,epithelial cell fusion failure,allele
WBPhenotype:0000703,epithelial morphology variant,rnai
WBPhenotype:0000704,excretory canal morphology variant,rnai
WBPhenotype:0000705,intestinal cell development variant,rnai
WBPhenotype:0000706,gut granule biogenesis reduced,allele
WBPhenotype:0000707,pharyngeal development variant,rnai
WBPhenotype:0000708,intestinal development variant,rnai
WBPhenotype:0000709,pharyngeal morphology variant,rnai
WBPhenotype:0000710,intestinal morphology variant,rnai
WBPhenotype:0000711,organism hypersensitive ionizing radiation,rnai
WBPhenotype:0000712,germ cell ionizing radiation response variant,rnai
WBPhenotype:0000715,muscle excess,allele
WBPhenotype:0000716,muscle cell attachment variant,rnai
WBPhenotype:0000717,gene expression variant,rnai
WBPhenotype:0000718,dosage compensation variant,allele
WBPhenotype:0000722,nucleolus variant,allele
WBPhenotype:0000724,protein secretion variant,rnai
WBPhenotype:0000725,lipid metabolism variant,rnai
WBPhenotype:0000727,enzyme activity variant,allele
WBPhenotype:0000728,exocytosis variant,allele
WBPhenotype:0000729,cell death variant,rnai
WBPhenotype:0000730,apoptosis variant,allele
WBPhenotype:0000731,germ cell hypersensitive ionizing radiation,rnai
WBPhenotype:0000732,DNA metabolism variant,rnai
WBPhenotype:0000734,hypodermal cell physiology variant,rnai
WBPhenotype:0000735,endoreduplication of hypodermal nuclei variant,rnai
WBPhenotype:0000736,autophagy variant,allele
WBPhenotype:0000737,germ cell resistant ionizing radiation,allele
WBPhenotype:0000738,organism environmental stimulus response variant,allele
WBPhenotype:0000739,DNA damage response variant,allele
WBPhenotype:0000740,cell cycle variant,rnai
WBPhenotype:0000741,DNA damage checkpoint variant,rnai
WBPhenotype:0000742,DNA recombination variant,allele
WBPhenotype:0000743,RNAi response variant,rnai
WBPhenotype:0000744,transgene induced cosuppression variant,rnai
WBPhenotype:0000745,transposon silencing variant,rnai
WBPhenotype:0000746,cell division variant,rnai
WBPhenotype:0000747,pharyngeal contraction defective,allele
WBPhenotype:0000748,asymmetric cell division defective early emb,rnai
WBPhenotype:0000749,embryonic development variant,allele
WBPhenotype:0000750,larval development variant,rnai
WBPhenotype:0000752,L2 larval development variant,allele
WBPhenotype:0000755,L1 L2 molt defect,rnai
WBPhenotype:0000758,L4 adult molt defect,rnai
WBPhenotype:0000759,spindle defective early emb,rnai
WBPhenotype:0000760,spindle orientation defective early emb,rnai
WBPhenotype:0000761,spindle position orientation defective early emb,rnai
WBPhenotype:0000762,spindle position defective early emb,rnai
WBPhenotype:0000764,embryonic cell organization biogenesis variant,rnai
WBPhenotype:0000765,spindle elongation integrity defective early emb,rnai
WBPhenotype:0000766,centrosome pair and associated pronuclear rotation variant,rnai
WBPhenotype:0000767,integrity of membranous organelles defective early emb,rnai
WBPhenotype:0000768,cytoplasmic structure defective early emb,allele
WBPhenotype:0000769,cytoplasmic appearance defective early emb,rnai
WBPhenotype:0000770,embryonic cell morphology variant,rnai
WBPhenotype:0000771,centrosome attachment defective early emb,rnai
WBPhenotype:0000772,sister chromatid segregation defective early emb,rnai
WBPhenotype:0000773,chromosome segregation variant,rnai
WBPhenotype:0000774,gametogenesis variant,allele
WBPhenotype:0000775,meiosis variant,rnai
WBPhenotype:0000776,passage through meiosis defective early emb,rnai
WBPhenotype:0000777,polar body extrusion defective early emb,rnai
WBPhenotype:0000778,feeding inefficient,allele
WBPhenotype:0000779,late embryonic arrest,rnai
WBPhenotype:0000780,shaker,allele
WBPhenotype:0000781,body wall muscle thin filament variant,allele
WBPhenotype:0000782,body wall muscle thick filament variant,rnai
WBPhenotype:0000783,M line absent,allele
WBPhenotype:0000784,male fertility variant,allele
WBPhenotype:0000787,posterior pale,allele
WBPhenotype:0000792,anterior body morphology variant,rnai
WBPhenotype:0000793,posterior body morphology variant,allele
WBPhenotype:0000794,posterior body thin,allele
WBPhenotype:0000795,body axis behavior variant,allele
WBPhenotype:0000796,posterior body uncoordinated,allele
WBPhenotype:0000800,posterior region development variant,rnai
WBPhenotype:0000802,dorsal region development variant,rnai
WBPhenotype:0000803,head development variant,allele
WBPhenotype:0000805,tail development variant,allele
WBPhenotype:0000806,hermaphrodite fertility variant,allele
WBPhenotype:0000811,epithelial cell development variant,rnai
WBPhenotype:0000812,germ cell development variant,rnai
WBPhenotype:0000813,gland cell development variant,allele
WBPhenotype:0000815,muscle cell development variant,allele
WBPhenotype:0000816,neuron development variant,rnai
WBPhenotype:0000817,uterine vulval cell development variant,allele
WBPhenotype:0000818,adult behavior variant,allele
WBPhenotype:0000820,embryonic behavior variant,rnai
WBPhenotype:0000822,sex determination variant,allele
WBPhenotype:0000823,germline proliferation variant,rnai
WBPhenotype:0000824,embryonic cell lineage variant,allele
WBPhenotype:0000825,postembryonic cell lineage variant,rnai
WBPhenotype:0000827,V lineages variant,rnai
WBPhenotype:0000828,T lineages variant,rnai
WBPhenotype:0000829,Q lineage variant,allele
WBPhenotype:0000830,B lineage variant,allele
WBPhenotype:0000832,C lineage variant,allele
WBPhenotype:0000833,U lineage variant,allele
WBPhenotype:0000834,E lineage variant,rnai
WBPhenotype:0000835,F lineage variant,allele
WBPhenotype:0000836,gonadal lineage variant,allele
WBPhenotype:0000837,hermaphrodite gonadal lineage variant,rnai
WBPhenotype:0000839,Z1 hermaphrodite lineage variant,allele
WBPhenotype:0000840,Z4 hermaphrodite lineage variant,allele
WBPhenotype:0000843,male mating efficiency reduced,allele
WBPhenotype:0000844,serotonin induced pumping variant,rnai
WBPhenotype:0000845,levamisole response variant,rnai
WBPhenotype:0000846,presynaptic region physiology variant,rnai
WBPhenotype:0000847,presynaptic component localization variant,allele
WBPhenotype:0000848,developmental delay,rnai
WBPhenotype:0000850,touch resistant anterior body,allele
WBPhenotype:0000851,ciliated neuron physiology variant,allele
WBPhenotype:0000852,coelomocyte development variant,allele
WBPhenotype:0000853,intraflagellar transport variant,allele
WBPhenotype:0000854,intraflagellar transport defective,allele
WBPhenotype:0000857,excretory cell development variant,allele
WBPhenotype:0000858,excretory duct cell development variant,rnai
WBPhenotype:0000859,excretory socket cell development variant,allele
WBPhenotype:0000860,nonstriated muscle development variant,allele
WBPhenotype:0000861,body wall muscle development variant,allele
WBPhenotype:0000862,bloated,allele
WBPhenotype:0000863,male fertility reduced,rnai
WBPhenotype:0000864,early elongation arrest,allele
WBPhenotype:0000866,germ cell arrest,rnai
WBPhenotype:0000867,embryonic arrest,rnai
WBPhenotype:0000868,paralyzed body,allele
WBPhenotype:0000876,organism osmotic stress response variant,allele
WBPhenotype:0000877,amphid sheath cell development variant,allele
WBPhenotype:0000878,chemosensory neuron development variant,allele
WBPhenotype:0000879,telomere length regulation variant,allele
WBPhenotype:0000880,axon development variant,allele
WBPhenotype:0000881,cilia mislocalized,allele
WBPhenotype:0000882,dendrite development variant,rnai
WBPhenotype:0000883,nerve ring development variant,allele
WBPhenotype:0000884,AWB morphology variant,allele
WBPhenotype:0000885,engulfment variant,rnai
WBPhenotype:0000886,nematode phenotype,allele
WBPhenotype:0000888,male behavior variant,allele
WBPhenotype:0000889,sexually dimorphic physiology variant,allele
WBPhenotype:0000892,hermaphrodite germline proliferation variant,rnai
WBPhenotype:0000893,male germline proliferation variant,rnai
WBPhenotype:0000894,germ cell differentiation variant,rnai
WBPhenotype:0000898,blast cell morphology variant,allele
WBPhenotype:0000899,epithelial cell morphology variant,allele
WBPhenotype:0000900,germ cell morphology variant,rnai
WBPhenotype:0000901,gland cell morphology variant,allele
WBPhenotype:0000902,intestinal cell morphology variant,allele
WBPhenotype:0000904,muscle cell morphology variant,allele
WBPhenotype:0000905,neuron morphology variant,allele
WBPhenotype:0000907,anus morphology variant,allele
WBPhenotype:0000910,rectal morphology variant,rnai
WBPhenotype:0000911,coelomocyte morphology variant,allele
WBPhenotype:0000913,basal lamina morphology variant,allele
WBPhenotype:0000915,pale adult,rnai
WBPhenotype:0000916,excretory cell morphology variant,allele
WBPhenotype:0000917,excretory duct cell morphology variant,allele
WBPhenotype:0000923,nonstriated muscle morphology variant,rnai
WBPhenotype:0000924,striated muscle morphology variant,rnai
WBPhenotype:0000925,sex muscle morphology variant,allele
WBPhenotype:0000926,body wall muscle morphology variant,rnai
WBPhenotype:0000928,male physiology variant,allele
WBPhenotype:0000930,sexually dimorphic development variant,allele
WBPhenotype:0000932,bisphenol A hypersensitive,allele
WBPhenotype:0000933,MS lineage variant,allele
WBPhenotype:0000934,developmental morphology variant,rnai
WBPhenotype:0000935,D lineage variant,allele
WBPhenotype:0000938,male V lineages variant,allele
WBPhenotype:0000939,male T lineages variant,allele
WBPhenotype:0000942,accessory cell development variant,allele
WBPhenotype:0000944,neurite development variant,allele
WBPhenotype:0000948,cuticle morphology variant,rnai
WBPhenotype:0000949,pseudocoelom morphology variant,rnai
WBPhenotype:0000951,socket cell development variant,allele
WBPhenotype:0000952,anterior ganglion development variant,allele
WBPhenotype:0000961,pattern of transgene expression variant,rnai
WBPhenotype:0000962,level of transgene expression variant,allele
WBPhenotype:0000963,male pigmentation variant,allele
WBPhenotype:0000964,DMPP resistant,allele
WBPhenotype:0000965,somatic cell death variant,allele
WBPhenotype:0000966,germline mortal,allele
WBPhenotype:0000968,tail spike variant,allele
WBPhenotype:0000970,embryonic pigmentation variant,rnai
WBPhenotype:0000972,neuronal sheath cell morphology variant,allele
WBPhenotype:0000976,ventral cord patterning variant,rnai
WBPhenotype:0000977,somatic gonad morphology variant,allele
WBPhenotype:0000978,spermatheca physiology variant,rnai
WBPhenotype:0000979,spermatheca dilation defective,rnai
WBPhenotype:0000980,pharyngeal contraction variant,allele
WBPhenotype:0000981,spermatocyte meiosis variant,rnai
WBPhenotype:0000982,spermatid maturation variant,allele
WBPhenotype:0000983,fertilization defective,allele
WBPhenotype:0000987,germ cell physiology variant,allele
WBPhenotype:0000988,gland cell physiology variant,allele
WBPhenotype:0000994,intestinal contractions variant,rnai
WBPhenotype:0000996,expulsion defective,allele
WBPhenotype:0000997,cryophilic,allele
WBPhenotype:0000998,thermophilic,allele
WBPhenotype:0000999,athermotactic,allele
WBPhenotype:0001003,L4 lethal,rnai
WBPhenotype:0001004,pharyngeal relaxation variant,allele
WBPhenotype:0001005,backward locomotion variant,allele
WBPhenotype:0001006,pharyngeal pumping rate variant,allele
WBPhenotype:0001010,clear,rnai
WBPhenotype:0001011,complex phenotype early emb,allele
WBPhenotype:0001012,organism pathogen response variant,allele
WBPhenotype:0001013,pathogen susceptibility increased,rnai
WBPhenotype:0001014,pathogen resistance increased,rnai
WBPhenotype:0001015,developmental growth variant,allele
WBPhenotype:0001016,larval growth variant,rnai
WBPhenotype:0001017,adult growth variant,allele
WBPhenotype:0001018,cytokinesis variant emb,rnai
WBPhenotype:0001019,mid larval arrest,allele
WBPhenotype:0001020,embryonic lethal late emb,rnai
WBPhenotype:0001021,male sexual development variant,allele
WBPhenotype:0001022,hermaphrodite sexual development variant,allele
WBPhenotype:0001024,male morphology variant,allele
WBPhenotype:0001025,hermaphrodite morphology variant,allele
WBPhenotype:0001026,nuclear morphology variation early emb,allele
WBPhenotype:0001027,nuclear position defective early emb,rnai
WBPhenotype:0001028,nuclear appearance variant,rnai
WBPhenotype:0001029,patchy coloration,rnai
WBPhenotype:0001030,pronuclear envelope defective early emb,allele
WBPhenotype:0001031,pronuclear migration reduced early emb,rnai
WBPhenotype:0001033,proximal germ cell proliferation variant,rnai
WBPhenotype:0001034,pronuclear nuclear appearance defective early emb,rnai
WBPhenotype:0001035,nuclear appearance number defective early emb,rnai
WBPhenotype:0001036,sterile F1,rnai
WBPhenotype:0001037,sterile progeny,rnai
WBPhenotype:0001038,tumorous germline,allele
WBPhenotype:0001040,chemosensory response variant,allele
WBPhenotype:0001041,meiosis defective early emb,rnai
WBPhenotype:0001042,neuron function reduced,allele
WBPhenotype:0001043,interphase entry defective early emb,rnai
WBPhenotype:0001044,cortical dynamics defective early emb,rnai
WBPhenotype:0001045,sporadic pumping,allele
WBPhenotype:0001046,pharyngeal muscle morphology variant,allele
WBPhenotype:0001048,odorant chemosensory response variant,allele
WBPhenotype:0001049,chemosensory behavior variant,allele
WBPhenotype:0001055,bromide chemotaxis defective,allele
WBPhenotype:0001056,iodide chemotaxis defective,allele
WBPhenotype:0001057,lithium chemotaxis defective,allele
WBPhenotype:0001058,potassium chemotaxis defective,allele
WBPhenotype:0001059,magnesium chemotaxis defective,allele
WBPhenotype:0001060,AWC odorant chemotaxis defective,allele
WBPhenotype:0001061,AWA odorant chemotaxis defective,allele
WBPhenotype:0001062,late paralysis arrested elongation two fold,allele
WBPhenotype:0001063,egg laying phases variant,allele
WBPhenotype:0001065,fewer egg laying events during active,rnai
WBPhenotype:0001066,inactive phase variant,allele
WBPhenotype:0001068,egg laying serotonin resistant,allele
WBPhenotype:0001072,response to food variant,rnai
WBPhenotype:0001073,egg laying response to food variant,allele
WBPhenotype:0001075,vulval muscle physiology variant,rnai
WBPhenotype:0001077,chromosome segregation variant karyomeres early emb,rnai
WBPhenotype:0001078,cytokinesis defective early emb,rnai
WBPhenotype:0001079,cytoplasmic dynamics defective early emb,rnai
WBPhenotype:0001080,excessive blebbing early emb,rnai
WBPhenotype:0001082,large cytoplasmic granules early emb,rnai
WBPhenotype:0001083,multiple cytoplasmic cavities early emb,rnai
WBPhenotype:0001084,sodium chloride chemotaxis defective,allele
WBPhenotype:0001085,butanone chemotaxis defective,allele
WBPhenotype:0001086,trimethylthiazole chemotaxis defective,allele
WBPhenotype:0001090,thermotolerance reduced,rnai
WBPhenotype:0001092,larval defecation defect,allele
WBPhenotype:0001093,intestinal physiology variant,rnai
WBPhenotype:0001095,organism high sodium chloride hypersensitive,rnai
WBPhenotype:0001096,protrusion at vulval region,allele
WBPhenotype:0001097,premature spermatocyte germ cell differentiation,allele
WBPhenotype:0001098,no rectum,allele
WBPhenotype:0001099,nose twisted,allele
WBPhenotype:0001100,early embryonic lethal,rnai
WBPhenotype:0001101,egg laying response to drug variant,allele
WBPhenotype:0001102,mitotic spindle defective early emb,rnai
WBPhenotype:0001103,spindle absent early emb,rnai
WBPhenotype:0001104,P0 spindle absent early emb,rnai
WBPhenotype:0001105,P0 spindle position abnormal,rnai
WBPhenotype:0001106,spindle orientation variant AB or P1 early emb,rnai
WBPhenotype:0001107,spindle rotation defective early emb,rnai
WBPhenotype:0001108,P0 spindle rotation failure early emb,rnai
WBPhenotype:0001109,P0 spindle rotation delayed early emb,rnai
WBPhenotype:0001110,aster defective early emb,rnai
WBPhenotype:0001112,aster AB resembles P1 aster early emb,rnai
WBPhenotype:0001113,P1 aster defective early emb,rnai
WBPhenotype:0001114,cell cycle defective early emb,allele
WBPhenotype:0001115,cell cycle timing defective early emb,rnai
WBPhenotype:0001117,cell cell contacts abnormal early emb,rnai
WBPhenotype:0001118,cell position defective early emb,allele
WBPhenotype:0001119,cell cycle slow early emb,rnai
WBPhenotype:0001120,relative cell cycle timing defective early emb,rnai
WBPhenotype:0001121,exaggerated asynchrony early emb,rnai
WBPhenotype:0001122,reversed asynchrony early emb,rnai
WBPhenotype:0001123,synchronous second division early emb,rnai
WBPhenotype:0001124,ABa ABp EMS synchronous division early emb,rnai
WBPhenotype:0001125,P2 EMS synchronous division early emb,rnai
WBPhenotype:0001126,cell cell contacts abnormal in four cell embryo,rnai
WBPhenotype:0001127,EMS anterior extension fails early emb,rnai
WBPhenotype:0001128,EMS anterior extension extreme early emb,rnai
WBPhenotype:0001129,cleavage furrow defective early emb,rnai
WBPhenotype:0001130,cytokinesis fails early emb,rnai
WBPhenotype:0001131,loose mitotic furrow early emb,rnai
WBPhenotype:0001133,division axis defective,rnai
WBPhenotype:0001134,Aba ABp division axis defective early emb,rnai
WBPhenotype:0001135,embryonic morphology defective early emb,rnai
WBPhenotype:0001136,embryonic morphology variant,rnai
WBPhenotype:0001137,embryos small early emb,rnai
WBPhenotype:0001138,nucleus defective early emb,rnai
WBPhenotype:0001139,nuclear envelope assembly variant early emb,allele
WBPhenotype:0001140,neuron migration variant,allele
WBPhenotype:0001141,nucleus reforms cell division remnant early emb,rnai
WBPhenotype:0001142,nuclear number defective early emb,rnai
WBPhenotype:0001143,multiple nuclei early emb,rnai
WBPhenotype:0001144,polar body number size early emb,rnai
WBPhenotype:0001145,polar body number defective early emb,rnai
WBPhenotype:0001146,polar body size defective early emb,rnai
WBPhenotype:0001147,polar body defective early emb,rnai
WBPhenotype:0001148,polar body reabsorbed early emb,rnai
WBPhenotype:0001150,polar body reabsorbed one two early emb,rnai
WBPhenotype:0001151,pronucleus centrosomes defective early emb,rnai
WBPhenotype:0001152,pronuclear migration defective early emb,allele
WBPhenotype:0001153,pronuclear migration failure early emb,rnai
WBPhenotype:0001154,paternal pronucleus migrates early emb,rnai
WBPhenotype:0001155,pronuclei meet centrally early emb,rnai
WBPhenotype:0001156,pronuclear size defective early emb,rnai
WBPhenotype:0001157,pronuclear breakdown defective early emb,rnai
WBPhenotype:0001158,pronuclear breakdown asynchronous early emb,rnai
WBPhenotype:0001159,pronuclear morphology defective early emb,rnai
WBPhenotype:0001161,maternal pronucleus indistinct early emb,rnai
WBPhenotype:0001162,pronuclear number defective early emb,rnai
WBPhenotype:0001163,pronucleus formation failure early emb,allele
WBPhenotype:0001164,excess pronucleus early emb,rnai
WBPhenotype:0001165,excess maternal pronucleus early emb,rnai
WBPhenotype:0001166,excess paternal pronucleus variant centrosome early emb,rnai
WBPhenotype:0001167,pseudocleavage defective early emb,rnai
WBPhenotype:0001168,pseudocleavage absent early emb,rnai
WBPhenotype:0001169,pseudocleavage exaggerated early emb,rnai
WBPhenotype:0001170,sterile F0 48 hours post injection,rnai
WBPhenotype:0001171,shortened life span,rnai
WBPhenotype:0001172,programmed cell death variant,allele
WBPhenotype:0001173,non apoptotic cell death variant,allele
WBPhenotype:0001174,chromosome disjunction defective,rnai
WBPhenotype:0001175,high incidence male progeny,rnai
WBPhenotype:0001176,one cell shape defective early emb,rnai
WBPhenotype:0001177,embryo osmotic pressure sensitive early emb,rnai
WBPhenotype:0001178,egg integrity defective early emb,allele
WBPhenotype:0001180,accumulated germline cell corpses,rnai
WBPhenotype:0001181,accumulated somatic cell corpses,allele
WBPhenotype:0001182,fat content variant,rnai
WBPhenotype:0001183,fat content reduced,rnai
WBPhenotype:0001184,fat content increased,rnai
WBPhenotype:0001185,embryonic developmental delay early emb,allele
WBPhenotype:0001186,embryo delayed at pronuclear contact early emb,rnai
WBPhenotype:0001190,pharyngeal physiology variant,allele
WBPhenotype:0001191,pharyngeal muscle physiology variant,allele
WBPhenotype:0001193,disorganized pharyngeal EPG,allele
WBPhenotype:0001194,extra and ectopic neuron,allele
WBPhenotype:0001196,synchronization calcium signal defective pharynx,allele
WBPhenotype:0001198,somatic sheath physiology variant,rnai
WBPhenotype:0001199,gonad sheath contractions variant,rnai
WBPhenotype:0001200,gonad sheath contraction rate reduced,rnai
WBPhenotype:0001201,no expulsion defecation,allele
WBPhenotype:0001202,nicotine hypersensitive,rnai
WBPhenotype:0001203,nicotine resistant,allele
WBPhenotype:0001204,muscimol resistant,allele
WBPhenotype:0001206,movement variant,allele
WBPhenotype:0001207,protein signaling variant,allele
WBPhenotype:0001208,RNAi resistant,allele
WBPhenotype:0001209,skiddy,allele
WBPhenotype:0001211,cuticle integrity variant,rnai
WBPhenotype:0001212,cuticle fragile,allele
WBPhenotype:0001213,locomotion reduced,allele
WBPhenotype:0001215,germ cell mitosis variant,rnai
WBPhenotype:0001216,meiosis metaphase to anaphase transition block,rnai
WBPhenotype:0001217,germ cell mitosis metaphase to anaphase transition block,allele
WBPhenotype:0001218,cell death sexually dimorphic variant,allele
WBPhenotype:0001219,cell survival sexually dimorphic increased,allele
WBPhenotype:0001220,cell death sexually dimorphic increased,allele
WBPhenotype:0001221,nose touch defective,allele
WBPhenotype:0001222,transposon mutator,allele
WBPhenotype:0001223,germline RNAi resistant,allele
WBPhenotype:0001224,axon outgrowth variant,allele
WBPhenotype:0001225,phasmid socket absent,allele
WBPhenotype:0001226,commissure variant,allele
WBPhenotype:0001227,commissure absent,allele
WBPhenotype:0001228,alae absent,allele
WBPhenotype:0001230,anterior cell migration defective,rnai
WBPhenotype:0001231,intraflagellar transport accelerated,allele
WBPhenotype:0001232,serotonin response variant,allele
WBPhenotype:0001233,DAPI staining variant,rnai
WBPhenotype:0001234,nonanone chemotaxis defective,allele
WBPhenotype:0001235,cell division polarity variant,rnai
WBPhenotype:0001236,transgene expression increased,rnai
WBPhenotype:0001239,mating latency increased,allele
WBPhenotype:0001240,male tail sensory ray differentiation variant,allele
WBPhenotype:0001242,intraflagellar transport slow,allele
WBPhenotype:0001246,no transport distal segment cilia,allele
WBPhenotype:0001247,anterograde transport defective,allele
WBPhenotype:0001248,wing cilia morphology variant,allele
WBPhenotype:0001249,amphid channel cilia morphology variant,allele
WBPhenotype:0001251,amphid channel axoneme short,allele
WBPhenotype:0001254,amphid channel cilia bulbous,allele
WBPhenotype:0001255,wing cilia bulbous,allele
WBPhenotype:0001256,DNA damage induced focus formation variant,allele
WBPhenotype:0001257,cross link induced focus formation variant,allele
WBPhenotype:0001258,RNAi enhanced,allele
WBPhenotype:0001259,hermaphrodite fertility reduced,rnai
WBPhenotype:0001260,oocyte morphology variant,rnai
WBPhenotype:0001261,pale,rnai
WBPhenotype:0001262,vulval development incomplete,allele
WBPhenotype:0001263,peroxisome morphology variant,allele
WBPhenotype:0001264,peroxisome physiology variant,rnai
WBPhenotype:0001265,head movement variant,allele
WBPhenotype:0001266,genetic pathway activation variant,allele
WBPhenotype:0001267,induced contraction rate variant,rnai
WBPhenotype:0001268,induced cell death variant,allele
WBPhenotype:0001270,pathogen induced cell death reduced,allele
WBPhenotype:0001271,pathogen induced death increased,rnai
WBPhenotype:0001272,vulval cell induction variant,allele
WBPhenotype:0001273,organism heat response variant,rnai
WBPhenotype:0001274,organism heat hypersensitive,allele
WBPhenotype:0001275,increased genetic pathway signal,allele
WBPhenotype:0001276,ectopic expression transgene,rnai
WBPhenotype:0001277,transformer,allele
WBPhenotype:0001278,transgene expression reduced,rnai
WBPhenotype:0001279,transgene expression reduced male,rnai
WBPhenotype:0001280,transgene expression reduced hermaphrodite,rnai
WBPhenotype:0001281,stuffed pharynx,rnai
WBPhenotype:0001282,mitochondrial metabolism variant,rnai
WBPhenotype:0001283,organelle metabolism variant,rnai
WBPhenotype:0001284,coenzyme Q depleted,rnai
WBPhenotype:0001285,induced pharyngeal pumping variant,allele
WBPhenotype:0001286,food suppressed pumping variant,rnai
WBPhenotype:0001289,acetylcholinesterase inhibitor resistant,allele
WBPhenotype:0001291,social behavior variant,allele
WBPhenotype:0001292,body wall muscle physiology variant,rnai
WBPhenotype:0001294,head bent,allele
WBPhenotype:0001295,body twisted,allele
WBPhenotype:0001296,lannate resistant,allele
WBPhenotype:0001297,male tail development variant,allele
WBPhenotype:0001298,hindgut morphology variant,allele
WBPhenotype:0001299,cell division variant male,allele
WBPhenotype:0001300,germ cell cytoplasmic morphology variant,allele
WBPhenotype:0001301,P granule abnormal,rnai
WBPhenotype:0001302,P granule localization defective,rnai
WBPhenotype:0001303,extra and ectopic cell,rnai
WBPhenotype:0001304,hindgut damaged,allele
WBPhenotype:0001305,hook morphology variant,allele
WBPhenotype:0001306,male reproductive system morphology variant,allele
WBPhenotype:0001307,reduced body bend,allele
WBPhenotype:0001308,weak pumping,allele
WBPhenotype:0001309,amplitude of sinusoidal movement decreased,allele
WBPhenotype:0001310,neuron positioning variant,allele
WBPhenotype:0001312,neuron number variant,rnai
WBPhenotype:0001314,vulval muscle variant,allele
WBPhenotype:0001315,electrophysiology phenotype,allele
WBPhenotype:0001316,evoked postsynaptic current variant,allele
WBPhenotype:0001317,evoked postsynaptic amplitude reduced,allele
WBPhenotype:0001318,endogenous synaptic events variant,allele
WBPhenotype:0001319,endogenous synaptic event frequency reduced,allele
WBPhenotype:0001320,endogenous synaptic amplitude variant,allele
WBPhenotype:0001321,presynaptic region morphology variant,allele
WBPhenotype:0001323,vesicle morphology variant,allele
WBPhenotype:0001324,cell ionizing radiation response variant,allele
WBPhenotype:0001325,backing not sustained,allele
WBPhenotype:0001327,cell gamma ray hypersensitive,rnai
WBPhenotype:0001328,posterior body dumpy,rnai
WBPhenotype:0001329,curly,allele
WBPhenotype:0001330,egg laying event infrequent,allele
WBPhenotype:0001331,motor neuron morphology variant,allele
WBPhenotype:0001332,vesicle number variant,rnai
WBPhenotype:0001333,neuron cell body absent misplaced,rnai
WBPhenotype:0001334,hermaphrodite sex muscle morphology variant,allele
WBPhenotype:0001336,male mating efficiency eliminated,allele
WBPhenotype:0001339,egg laying levamisole resistant,allele
WBPhenotype:0001340,egg laying imipramine resistant,allele
WBPhenotype:0001341,egg laying phentolamine resistant,allele
WBPhenotype:0001342,egg laying imipramine hypersensitive,allele
WBPhenotype:0001343,meiotic spindle defective early emb,rnai
WBPhenotype:0001344,organelle organization biogenesis variant,allele
WBPhenotype:0001345,cytoskeleton organization biogenesis variant,allele
WBPhenotype:0001346,actin cytoskeleton dynamics phenotype,rnai
WBPhenotype:0001347,intestinal calcium signaling variant,rnai
WBPhenotype:0001348,chromosome morphology variant,rnai
WBPhenotype:0001349,protein phosphorylation variant,rnai
WBPhenotype:0001350,protein phosphorylation increased,rnai
WBPhenotype:0001351,protein phosphorylation reduced,allele
WBPhenotype:0001352,endoplasmic reticulum metabolism variant,rnai
WBPhenotype:0001353,centration defective early emb,allele
WBPhenotype:0001354,actin cytoskeleton filament morphology phenotype,rnai
WBPhenotype:0001355,gonad morphology variant,allele
WBPhenotype:0001357,male gonad morphology variant,allele
WBPhenotype:0001360,hermaphrodite self sterile,allele
WBPhenotype:0001361,chromosome condensation variant,rnai
WBPhenotype:0001362,chromosome condensation failure,rnai
WBPhenotype:0001363,head cavity,rnai
WBPhenotype:0001364,male fan morphology variant,allele
WBPhenotype:0001365,male bursa development variant,allele
WBPhenotype:0001366,male fan development variant,allele
WBPhenotype:0001368,spermatheca absent,allele
WBPhenotype:0001369,protein interaction variant,rnai
WBPhenotype:0001370,protein protein interaction variant,rnai
WBPhenotype:0001371,protein RNA interaction variant,allele
WBPhenotype:0001372,protein DNA interaction variant,rnai
WBPhenotype:0001373,protein RNA interaction abolished,allele
WBPhenotype:0001374,pronuclear nuclear appearance variant emb,allele
WBPhenotype:0001375,transgene expression undetectable,rnai
WBPhenotype:0001376,transgene expression undetectable cell specific,allele
WBPhenotype:0001377,break induced focus formation variant,allele
WBPhenotype:0001378,mitotic chromosome segregation variant,allele
WBPhenotype:0001379,organism toxic chemical response variant,rnai
WBPhenotype:0001380,anoxia hypersensitive,allele
